Time,H2O_ppm,Relative_Uncertainty,W
0.004895668,770.6427234,0.05,0.032025631
0.00490216,778.9763379999999,0.05,0.032025631
0.004908652,787.3355489,0.05,0.032025631
0.004915145,795.7191025000001,0.05,0.032025631
0.004921637,804.1257314,0.05,0.032025631
0.004928129,812.5541552999999,0.05,0.032025631
0.004934621,821.0030819,0.05,0.032025631
0.004941113,829.4712076000001,0.05,0.032025631
0.004947605999999999,837.9572185,0.05,0.032025631
0.004954098,846.4597909,0.05,0.032025631
0.00496059,854.9775926000001,0.05,0.032025631
0.004967082,863.5092833999998,0.05,0.032025631
0.004973574000000001,872.0535162000001,0.05,0.032025631
0.004980067,880.6089380000001,0.05,0.032025631
0.004986559000000001,889.1741902000001,0.05,0.032025631
0.004993051,897.7479103000001,0.05,0.032025631
0.0049995429999999995,906.3287322999998,0.05,0.032025631
0.005006035,914.9152875,0.05,0.032025631
0.005012528,923.5062061000001,0.05,0.032025631
0.00501902,932.1001172,0.05,0.032025631
0.005029591,946.0964803999999,0.05,0.032025631
0.005040162,960.0912373,0.05,0.032025631
0.005050734,974.0784974999999,0.05,0.032025631
0.005061305,988.0523997000001,0.05,0.032025631
0.0050718759999999995,1002.0071220000001,0.05,0.032025631
0.005082448,1015.9368929999999,0.05,0.032025631
0.005093019,1029.8359990000001,0.05,0.032025631
0.00510359,1043.698792,0.05,0.032025631
0.005114162,1057.519706,0.05,0.032025631
0.005124733,1071.293258,0.05,0.032025631
0.005135304,1085.0140609999999,0.05,0.032025631
0.005145875,1098.676832,0.05,0.032025631
0.005156447,1112.276397,0.05,0.032025631
0.005167018,1125.807703,0.05,0.032025631
0.005177589,1139.2658199999998,0.05,0.032025631
0.005188161,1152.645953,0.05,0.032025631
0.005198732,1165.9434410000001,0.05,0.032025631
0.005209303,1179.1537720000001,0.05,0.032025631
0.005219875,1192.2725779999998,0.05,0.032025631
0.005227327,1201.4638539999999,0.05,0.032025631
0.00523478,1210.606116,0.05,0.032025631
0.005242232,1219.697975,0.05,0.032025631
0.005249685,1228.73808,0.05,0.032025631
0.005257138000000001,1237.725124,0.05,0.032025631
0.005262276,1243.889387,0.05,0.032025631
0.005267414000000001,1250.027424,0.05,0.032025631
0.005272552,1256.138838,0.05,0.032025631
0.005277689,1262.223246,0.05,0.032025631
0.0052828269999999995,1268.280273,0.05,0.032025631
0.00528638,1272.452641,0.05,0.032025631
0.005289933,1276.6116220000001,0.05,0.032025631
0.0052934869999999995,1280.7571,0.05,0.032025631
0.00529704,1284.88896,0.05,0.032025631
0.005300593,1289.007091,0.05,0.032025631
0.005303209000000001,1292.030539,0.05,0.032025631
0.005305825,1295.046442,0.05,0.032025631
0.005308441,1298.054757,0.05,0.032025631
0.005311056999999999,1301.055442,0.05,0.032025631
0.0053136730000000005,1304.048456,0.05,0.032025631
0.00531629,1307.033759,0.05,0.032025631
0.005318906,1310.011311,0.05,0.032025631
0.0053215219999999995,1312.981074,0.05,0.032025631
0.005324138000000001,1315.943008,0.05,0.032025631
0.005326754,1318.897076,0.05,0.032025631
0.005329370999999999,1321.843241,0.05,0.032025631
0.005331987,1324.781466,0.05,0.032025631
0.005334603,1327.711716,0.05,0.032025631
0.005337219,1330.633955,0.05,0.032025631
0.005339835,1333.54815,0.05,0.032025631
0.005342451999999999,1336.454266,0.05,0.032025631
0.0053450680000000006,1339.352269,0.05,0.032025631
0.005347684,1342.2421279999999,0.05,0.032025631
0.0053503,1345.12381,0.05,0.032025631
0.005352916,1347.997284,0.05,0.032025631
0.005355532,1350.862519,0.05,0.032025631
0.005358149,1353.719486,0.05,0.032025631
0.005360765,1356.5681550000002,0.05,0.032025631
0.0053633809999999995,1359.4084970000001,0.05,0.032025631
0.005365997,1362.240483,0.05,0.032025631
0.005368613,1365.064088,0.05,0.032025631
0.00537123,1367.879282,0.05,0.032025631
0.005373846,1370.686041,0.05,0.032025631
0.005376461999999999,1373.484339,0.05,0.032025631
0.005379078000000001,1376.27415,0.05,0.032025631
0.005381694,1379.055451,0.05,0.032025631
0.00538431,1381.828217,0.05,0.032025631
0.005386927,1384.592425,0.05,0.032025631
0.005389543,1387.348053,0.05,0.032025631
0.0053921590000000005,1390.0950779999998,0.05,0.032025631
0.005396606,1394.744935,0.05,0.032025631
0.005401054000000001,1399.369772,0.05,0.032025631
0.005405501,1403.969493,0.05,0.032025631
0.005409948,1408.544006,0.05,0.032025631
0.005417936999999999,1416.697667,0.05,0.032025631
0.005425925,1424.769256,0.05,0.032025631
0.005433914000000001,1432.7583619999998,0.05,0.032025631
0.005441901999999999,1440.664625,0.05,0.032025631
0.005449891,1448.48773,0.05,0.032025631
0.00545788,1456.227412,0.05,0.032025631
0.0054658680000000005,1463.883448,0.05,0.032025631
0.005483996999999999,1480.9459869999998,0.05,0.032025631
0.005496628000000001,1492.579167,0.05,0.032025631
0.00550926,1504.002105,0.05,0.032025631
0.005521892,1515.214951,0.05,0.032025631
0.005534523,1526.218093,0.05,0.032025631
0.005547155,1537.012146,0.05,0.032025631
0.005559786999999999,1547.597938,0.05,0.032025631
0.005572418000000001,1557.9765029999999,0.05,0.032025631
0.00558505,1568.149063,0.05,0.032025631
0.005597682,1578.11702,0.05,0.032025631
0.005610314,1587.881947,0.05,0.032025631
0.005622945,1597.445572,0.05,0.032025631
0.005635576999999999,1606.809772,0.05,0.032025631
0.005648209,1615.976559,0.05,0.032025631
0.00566084,1624.948069,0.05,0.032025631
0.005673472,1633.726555,0.05,0.032025631
0.005686104,1642.314376,0.05,0.032025631
0.005698735,1650.713984,0.05,0.032025631
0.005711366999999999,1658.9279199999999,0.05,0.032025631
0.0057239990000000004,1666.958801,0.05,0.032025631
0.005732571999999999,1672.3064980000001,0.05,0.032025631
0.005738366,1675.873818,0.05,0.032025631
0.005742555,1678.4301,0.05,0.032025631
0.005746744,1680.966988,0.05,0.032025631
0.005750934,1683.484583,0.05,0.032025631
0.005755123000000001,1685.982989,0.05,0.032025631
0.005759313,1688.4623100000001,0.05,0.032025631
0.005763501999999999,1690.922648,0.05,0.032025631
0.00576661,1692.735395,0.05,0.032025631
0.005769717,1694.537798,0.05,0.032025631
0.005772825,1696.329901,0.05,0.032025631
0.005775931999999999,1698.111746,0.05,0.032025631
0.00577904,1699.8833780000002,0.05,0.032025631
0.005782147,1701.644839,0.05,0.032025631
0.005785255,1703.396173,0.05,0.032025631
0.005788361999999999,1705.1374230000001,0.05,0.032025631
0.00579147,1706.868632,0.05,0.032025631
0.0057945769999999995,1708.589845,0.05,0.032025631
0.005797685,1710.301106,0.05,0.032025631
0.005800792,1712.002457,0.05,0.032025631
0.005803899,1713.693944,0.05,0.032025631
0.0058070069999999994,1715.37561,0.05,0.032025631
0.005810114,1717.0474980000001,0.05,0.032025631
0.005814862,1719.5827530000001,0.05,0.032025631
0.005819609,1722.0954530000001,0.05,0.032025631
0.005824356,1724.585755,0.05,0.032025631
0.005829103,1727.053816,0.05,0.032025631
0.0058381430000000005,1731.693107,0.05,0.032025631
0.005852434,1738.8660260000001,0.05,0.032025631
0.005866725,1745.8458699999999,0.05,0.032025631
0.005881016,1752.6369530000002,0.05,0.032025631
0.005895307,1759.243576,0.05,0.032025631
0.005909598,1765.67002,0.05,0.032025631
0.005923889,1771.920539,0.05,0.032025631
0.005938179,1777.9993530000002,0.05,0.032025631
0.00595247,1783.910645,0.05,0.032025631
0.005966761,1789.6585519999999,0.05,0.032025631
0.005981052,1795.247164,0.05,0.032025631
0.005995343,1800.680518,0.05,0.032025631
0.006009634,1805.962594,0.05,0.032025631
0.006023925,1811.097313,0.05,0.032025631
0.006038216,1816.088534,0.05,0.032025631
0.006052506,1820.94005,0.05,0.032025631
0.006066797,1825.6555879999999,0.05,0.032025631
0.006081088,1830.2388050000002,0.05,0.032025631
0.006095379000000001,1834.693289,0.05,0.032025631
0.00610967,1839.022557,0.05,0.032025631
0.006123961,1843.23005,0.05,0.032025631
0.006138251999999999,1847.319141,0.05,0.032025631
0.006152543000000001,1851.2931260000003,0.05,0.032025631
0.006166833,1855.155228,0.05,0.032025631
0.0061811240000000005,1858.908596,0.05,0.032025631
0.006195415,1862.556306,0.05,0.032025631
0.006209706,1866.101359,0.05,0.032025631
0.006223996999999999,1869.5466850000003,0.05,0.032025631
0.006238288000000001,1872.8951399999999,0.05,0.032025631
0.006252579,1876.1495079999997,0.05,0.032025631
0.00626687,1879.312503,0.05,0.032025631
0.00628116,1882.3867670000002,0.05,0.032025631
0.006295451,1885.3748739999999,0.05,0.032025631
0.006317218,1889.766138,0.05,0.032025631
0.006338984000000001,1893.971879,0.05,0.032025631
0.0063607509999999996,1898.0002969999998,0.05,0.032025631
0.006382517,1901.859248,0.05,0.032025631
0.006404283,1905.5562539999999,0.05,0.032025631
0.00642605,1909.0985170000001,0.05,0.032025631
0.0064478159999999994,1912.4929260000001,0.05,0.032025631
0.006469582,1915.7460670000003,0.05,0.032025631
0.006491349,1918.864237,0.05,0.032025631
0.006513115,1921.8534539999998,0.05,0.032025631
0.006534882,1924.719465,0.05,0.032025631
0.006556648000000001,1927.467759,0.05,0.032025631
0.006578414,1930.1035789999999,0.05,0.032025631
0.006600181,1932.6319260000002,0.05,0.032025631
0.0066219469999999996,1935.057577,0.05,0.032025631
0.006643714,1937.385088,0.05,0.032025631
