Time,H2O_ppm,Relative_Uncertainty,W
0.000584,1076.63028,0.05,0.040291148
0.000585,1118.36242,0.05,0.040291148
0.000586,1093.31756,0.05,0.040291148
0.000587,1110.01592,0.05,0.040291148
0.000588,1118.36242,0.05,0.040291148
0.000589,1160.16393,0.05,0.040291148
0.00059,1126.71168,0.05,0.040291148
0.000591,1185.27549,0.05,0.040291148
0.000592,1160.16393,0.05,0.040291148
0.000593,1176.89304,0.05,0.040291148
0.000594,1210.41215,0.05,0.040291148
0.000595,1176.89304,0.05,0.040291148
0.000596,1151.78984,0.05,0.040291148
0.000597,1210.41215,0.05,0.040291148
0.000598,1243.96226,0.05,0.040291148
0.000599,1235.57397,0.05,0.040291148
0.0006,1218.79205,0.05,0.040291148
0.000601,1227.18848,0.05,0.040291148
0.000602,1218.79205,0.05,0.040291148
0.000603,1218.79205,0.05,0.040291148
0.000604,1227.18848,0.05,0.040291148
0.000605,1277.57095,0.05,0.040291148
0.000606,1277.57095,0.05,0.040291148
0.000607,1227.18848,0.05,0.040291148
0.000608,1285.97326,0.05,0.040291148
0.000609,1252.3671,0.05,0.040291148
0.00061,1260.76099,0.05,0.040291148
0.000611,1353.33445,0.05,0.040291148
0.000612,1285.97326,0.05,0.040291148
0.000613,1302.8001,0.05,0.040291148
0.000614,1344.9096,0.05,0.040291148
0.000615,1344.9096,0.05,0.040291148
0.000616,1361.76212,0.05,0.040291148
0.000617,1387.07592,0.05,0.040291148
0.000618,1395.52874,0.05,0.040291148
0.000619,1353.33445,0.05,0.040291148
0.00062,1361.76212,0.05,0.040291148
0.000621,1403.97056,0.05,0.040291148
0.000622,1353.33445,0.05,0.040291148
0.000623,1395.52874,0.05,0.040291148
0.000624,1403.97056,0.05,0.040291148
0.000625,1429.32691,0.05,0.040291148
0.000626,1412.41522,0.05,0.040291148
0.000627,1412.41522,0.05,0.040291148
0.000628,1412.41522,0.05,0.040291148
0.000629,1387.07592,0.05,0.040291148
0.00063,1420.87657,0.05,0.040291148
0.000631,1420.87657,0.05,0.040291148
0.000632,1429.32691,0.05,0.040291148
0.000633,1446.24998,0.05,0.040291148
0.000634,1446.24998,0.05,0.040291148
0.000635,1454.70885,0.05,0.040291148
0.000636,1471.64902,0.05,0.040291148
0.000637,1488.58671,0.05,0.040291148
0.000638,1514.04248,0.05,0.040291148
0.000639,1497.07374,0.05,0.040291148
0.00064,1514.04248,0.05,0.040291148
0.000641,1514.04248,0.05,0.040291148
0.000642,1480.11644,0.05,0.040291148
0.000643,1531.00876,0.05,0.040291148
0.000644,1480.11644,0.05,0.040291148
0.000645,1522.52419,0.05,0.040291148
0.000646,1548.00043,0.05,0.040291148
0.000647,1531.00876,0.05,0.040291148
0.000648,1548.00043,0.05,0.040291148
0.000649,1505.54973,0.05,0.040291148
0.00065,1565.00358,0.05,0.040291148
0.000651,1556.4936,0.05,0.040291148
0.000652,1590.52291,0.05,0.040291148
0.000653,1590.52291,0.05,0.040291148
0.000654,1590.52291,0.05,0.040291148
0.000655,1590.52291,0.05,0.040291148
0.000656,1624.58438,0.05,0.040291148
0.000657,1573.5025,0.05,0.040291148
0.000658,1641.63941,0.05,0.040291148
0.000659,1599.03047,0.05,0.040291148
0.00066,1616.06817,0.05,0.040291148
0.000661,1582.0043,0.05,0.040291148
0.000662,1633.10346,0.05,0.040291148
0.000663,1624.58438,0.05,0.040291148
0.000664,1624.58438,0.05,0.040291148
0.000665,1633.10346,0.05,0.040291148
0.000666,1624.58438,0.05,0.040291148
0.000667,1624.58438,0.05,0.040291148
0.000668,1624.58438,0.05,0.040291148
0.000669,1633.10346,0.05,0.040291148
0.00067,1633.10346,0.05,0.040291148
0.000671,1675.77023,0.05,0.040291148
0.000672,1684.32068,0.05,0.040291148
0.000673,1650.16428,0.05,0.040291148
0.000674,1684.32068,0.05,0.040291148
0.000675,1633.10346,0.05,0.040291148
0.000676,1667.23668,0.05,0.040291148
0.000677,1675.77023,0.05,0.040291148
0.000678,1675.77023,0.05,0.040291148
0.000679,1684.32068,0.05,0.040291148
0.00068,1675.77023,0.05,0.040291148
0.000681,1692.86003,0.05,0.040291148
0.000682,1709.96145,0.05,0.040291148
0.000683,1692.86003,0.05,0.040291148
0.000684,1718.50952,0.05,0.040291148
0.000685,1675.77023,0.05,0.040291148
0.000686,1667.23668,0.05,0.040291148
0.000687,1727.0605,0.05,0.040291148
0.000688,1701.40229,0.05,0.040291148
0.000689,1744.1852,0.05,0.040291148
0.00069,1709.96145,0.05,0.040291148
0.000691,1735.6284,0.05,0.040291148
0.000692,1692.86003,0.05,0.040291148
0.000693,1761.32158,0.05,0.040291148
0.000694,1744.1852,0.05,0.040291148
0.000695,1709.96145,0.05,0.040291148
0.000696,1692.86003,0.05,0.040291148
0.000697,1744.1852,0.05,0.040291148
0.000698,1718.50952,0.05,0.040291148
0.000699,1761.32158,0.05,0.040291148
0.0007,1761.32158,0.05,0.040291148
0.000701,1727.0605,0.05,0.040291148
0.000702,1761.32158,0.05,0.040291148
0.000703,1804.19258,0.05,0.040291148
0.000704,1752.74491,0.05,0.040291148
0.000705,1778.45559,0.05,0.040291148
0.000706,1769.88712,0.05,0.040291148
0.000707,1727.0605,0.05,0.040291148
