H + NO2 <=> NO + OH,298.6830385,10,1,8.52736E+13,0.693,0.25,,"""Michael, J. V.; Nava, D. F.; Payne, W. A.; Lee, J. H.; Stief, L. J. Rate constant for the reaction atomic hydrogen + nitrogen dioxide from 195 to 400 K with FP-RF and DF-RF techniques. J. Phys. Chem. 1979, 83 (22), 2818−2823."" "
H + NO2 <=> NO + OH,299.7926679,10,1,8.78567E+13,0.693,0.25,,"""Michael, J. V.; Nava, D. F.; Payne, W. A.; Lee, J. H.; Stief, L. J. Rate constant for the reaction atomic hydrogen + nitrogen dioxide from 195 to 400 K with FP-RF and DF-RF techniques. J. Phys. Chem. 1979, 83 (22), 2818−2823."" "
H + NO2 <=> NO + OH,296.4003724,10,1,7.65312E+13,0.693,0.25,,"""Michael, J. V.; Nava, D. F.; Payne, W. A.; Lee, J. H.; Stief, L. J. Rate constant for the reaction atomic hydrogen + nitrogen dioxide from 195 to 400 K with FP-RF and DF-RF techniques. J. Phys. Chem. 1979, 83 (22), 2818−2823."" "
H + NO2 <=> NO + OH,400.4871298,10,1,6.70243E+13,0.693,0.25,,"""Michael, J. V.; Nava, D. F.; Payne, W. A.; Lee, J. H.; Stief, L. J. Rate constant for the reaction atomic hydrogen + nitrogen dioxide from 195 to 400 K with FP-RF and DF-RF techniques. J. Phys. Chem. 1979, 83 (22), 2818−2823."" "
H + NO2 <=> NO + OH,401.6425534,10,1,7.21902E+13,0.693,0.25,,"""Michael, J. V.; Nava, D. F.; Payne, W. A.; Lee, J. H.; Stief, L. J. Rate constant for the reaction atomic hydrogen + nitrogen dioxide from 195 to 400 K with FP-RF and DF-RF techniques. J. Phys. Chem. 1979, 83 (22), 2818−2823."" "
H + NO2 <=> NO + OH,400.9767758,10,1,9.46404E+13,0.693,0.25,,"""Michael, J. V.; Nava, D. F.; Payne, W. A.; Lee, J. H.; Stief, L. J. Rate constant for the reaction atomic hydrogen + nitrogen dioxide from 195 to 400 K with FP-RF and DF-RF techniques. J. Phys. Chem. 1979, 83 (22), 2818−2823."" "
H + NO2 <=> NO + OH,345.2909946,10,1,7.39623E+13,0.693,0.25,,"""Michael, J. V.; Nava, D. F.; Payne, W. A.; Lee, J. H.; Stief, L. J. Rate constant for the reaction atomic hydrogen + nitrogen dioxide from 195 to 400 K with FP-RF and DF-RF techniques. J. Phys. Chem. 1979, 83 (22), 2818−2823."" "
H + NO2 <=> NO + OH,345.2909946,10,1,7.39623E+13,0.693,0.25,,"""Michael, J. V.; Nava, D. F.; Payne, W. A.; Lee, J. H.; Stief, L. J. Rate constant for the reaction atomic hydrogen + nitrogen dioxide from 195 to 400 K with FP-RF and DF-RF techniques. J. Phys. Chem. 1979, 83 (22), 2818−2823."" "
H + NO2 <=> NO + OH,345.3684926,10,1,7.83332E+13,0.693,0.25,,"""Michael, J. V.; Nava, D. F.; Payne, W. A.; Lee, J. H.; Stief, L. J. Rate constant for the reaction atomic hydrogen + nitrogen dioxide from 195 to 400 K with FP-RF and DF-RF techniques. J. Phys. Chem. 1979, 83 (22), 2818−2823."" "
,,,,,,,,
,,,,,,,,
H + NO2 <=> NO + OH,269.6459754,10,1,6.75832E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,297.2176232,10,1,6.26242E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,298.2321415,10,1,5.9843E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,347.1896938,10,1,6.10489E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,348.3275042,10,1,6.52214E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,341.9797197,10,1,6.72064E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,333.493697,10,1,6.85947E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,299.5284704,10,1,7.29559E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,297.383187,10,1,7.1962E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,297.3550059,10,1,7.03725E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,300.7613919,10,1,8.24927E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,322.2705885,10,1,9.56114E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,329.6892535,10,1,9.40241E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,340.2606748,10,1,9.02523E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,396.6545052,10,1,9.08643E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,412.604987,10,1,9.04715E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,384.8078907,10,1,8.27152E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,387.9395114,10,1,7.93387E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,387.8866719,10,1,7.63585E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,432.5501346,10,1,7.53778E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,476.3329391,10,1,8.4728E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,558.1883602,10,1,8.13737E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,575.185064,10,1,7.99878E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,577.4430717,10,1,8.73395E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,483.9065999,10,1,9.18824E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,574.3255416,10,1,9.15108E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,585.2280905,10,1,1.06415E+14,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,586.3412425,10,1,1.09196E+14,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,491.6634376,10,1,1.09368E+14,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,728.5957275,10,1,9.23492E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,734.9893063,10,1,9.29471E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,717.9890798,10,1,9.41343E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,661.6868379,10,1,9.86879E+13,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,715.9952696,10,1,1.01683E+14,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,735.193619,10,1,1.0447E+14,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,743.6937322,10,1,1.03877E+14,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,720.4549229,10,1,1.13208E+14,0.693,0.164398987,,Fontijin From Hass Paper
H + NO2 <=> NO + OH,758.4887905,10,1,9.8318E+13,0.693,0.164398987,,Fontijin From Hass Paper
