Time,H2O_ppm,Relative_Uncertainty,W
0.002391,1.04434,0.05,0.013575634
0.002392,1.04434,0.05,0.013575634
0.002393,10.48556,0.05,0.013575634
0.002394,29.40215,0.05,0.013575634
0.002395,5.76418,0.05,0.013575634
0.002396,15.21625,0.05,0.013575634
0.002397,5.76418,0.05,0.013575634
0.002398,5.76418,0.05,0.013575634
0.0024,5.76418,0.05,0.013575634
0.002402,15.21625,0.05,0.013575634
0.002403,5.76418,0.05,0.013575634
0.002404,5.76418,0.05,0.013575634
0.002406,15.21625,0.05,0.013575634
0.002407,15.21625,0.05,0.013575634
0.002408,1.04434,0.05,0.013575634
0.002409,19.94074,0.05,0.013575634
0.00241,10.48556,0.05,0.013575634
0.002411,10.48556,0.05,0.013575634
0.002412,19.94074,0.05,0.013575634
0.002413,5.76418,0.05,0.013575634
0.002414,24.67454,0.05,0.013575634
0.002415,1.04434,0.05,0.013575634
0.002416,34.13132,0.05,0.013575634
0.002417,1.04434,0.05,0.013575634
0.002418,1.04434,0.05,0.013575634
0.002419,1.04434,0.05,0.013575634
0.002421,15.21625,0.05,0.013575634
0.002422,19.94074,0.05,0.013575634
0.002423,1.04434,0.05,0.013575634
0.002424,10.48556,0.05,0.013575634
0.002426,15.21625,0.05,0.013575634
0.002428,10.48556,0.05,0.013575634
0.002429,10.48556,0.05,0.013575634
0.00243,1.04434,0.05,0.013575634
0.002431,29.40215,0.05,0.013575634
0.002433,15.21625,0.05,0.013575634
0.002434,15.21625,0.05,0.013575634
0.002436,10.48556,0.05,0.013575634
0.002437,10.48556,0.05,0.013575634
0.002439,43.60209,0.05,0.013575634
0.002441,24.67454,0.05,0.013575634
0.002442,1.04434,0.05,0.013575634
0.002445,5.76418,0.05,0.013575634
0.002446,5.76418,0.05,0.013575634
0.002448,38.8698,0.05,0.013575634
0.002449,10.48556,0.05,0.013575634
0.002451,1.04434,0.05,0.013575634
0.002455,10.48556,0.05,0.013575634
0.002458,5.76418,0.05,0.013575634
0.002459,5.76418,0.05,0.013575634
0.00246,1.04434,0.05,0.013575634
0.002461,1.04434,0.05,0.013575634
0.002463,24.67454,0.05,0.013575634
0.002464,5.76418,0.05,0.013575634
0.002465,5.76418,0.05,0.013575634
0.002466,5.76418,0.05,0.013575634
0.002467,15.21625,0.05,0.013575634
0.002468,5.76418,0.05,0.013575634
0.00247,10.48556,0.05,0.013575634
0.002472,15.21625,0.05,0.013575634
0.002474,5.76418,0.05,0.013575634
0.002475,5.76418,0.05,0.013575634
0.002476,1.04434,0.05,0.013575634
0.002478,5.76418,0.05,0.013575634
0.00248,1.04434,0.05,0.013575634
0.002481,15.21625,0.05,0.013575634
0.002485,24.67454,0.05,0.013575634
0.002486,5.76418,0.05,0.013575634
0.002487,10.48556,0.05,0.013575634
0.002488,38.8698,0.05,0.013575634
0.00249,1.04434,0.05,0.013575634
0.002493,1.04434,0.05,0.013575634
0.002494,1.04434,0.05,0.013575634
0.002495,15.21625,0.05,0.013575634
0.002496,19.94074,0.05,0.013575634
0.002497,5.76418,0.05,0.013575634
0.002498,10.48556,0.05,0.013575634
0.002499,15.21625,0.05,0.013575634
0.002501,5.76418,0.05,0.013575634
0.002503,10.48556,0.05,0.013575634
0.002506,5.76418,0.05,0.013575634
0.002508,1.04434,0.05,0.013575634
0.002509,15.21625,0.05,0.013575634
0.002512,19.94074,0.05,0.013575634
0.002513,1.04434,0.05,0.013575634
0.002514,5.76418,0.05,0.013575634
0.002516,5.76418,0.05,0.013575634
0.002517,19.94074,0.05,0.013575634
0.002519,10.48556,0.05,0.013575634
0.002522,1.04434,0.05,0.013575634
0.002524,1.04434,0.05,0.013575634
0.002525,24.67454,0.05,0.013575634
0.002526,10.48556,0.05,0.013575634
0.002527,15.21625,0.05,0.013575634
0.002528,5.76418,0.05,0.013575634
0.00253,1.04434,0.05,0.013575634
0.002531,24.67454,0.05,0.013575634
0.002533,15.21625,0.05,0.013575634
0.002534,10.48556,0.05,0.013575634
0.002535,5.76418,0.05,0.013575634
0.002536,19.94074,0.05,0.013575634
0.002538,1.04434,0.05,0.013575634
0.002539,1.04434,0.05,0.013575634
0.002542,15.21625,0.05,0.013575634
0.002543,15.21625,0.05,0.013575634
0.00255,1.04434,0.05,0.013575634
0.002551,1.04434,0.05,0.013575634
0.002552,10.48556,0.05,0.013575634
0.002553,5.76418,0.05,0.013575634
0.002555,10.48556,0.05,0.013575634
0.002556,15.21625,0.05,0.013575634
0.002558,24.67454,0.05,0.013575634
0.00256,5.76418,0.05,0.013575634
0.002562,19.94074,0.05,0.013575634
0.002563,15.21625,0.05,0.013575634
0.002564,5.76418,0.05,0.013575634
0.002567,1.04434,0.05,0.013575634
0.002568,10.48556,0.05,0.013575634
0.002569,1.04434,0.05,0.013575634
0.002571,5.76418,0.05,0.013575634
0.002573,1.04434,0.05,0.013575634
0.002575,19.94074,0.05,0.013575634
0.00258,15.21625,0.05,0.013575634
0.002584,5.76418,0.05,0.013575634
0.002585,15.21625,0.05,0.013575634
0.002586,15.21625,0.05,0.013575634
0.002587,5.76418,0.05,0.013575634
0.002588,19.94074,0.05,0.013575634
0.002589,1.04434,0.05,0.013575634
0.00259,5.76418,0.05,0.013575634
0.002592,5.76418,0.05,0.013575634
0.002593,1.04434,0.05,0.013575634
0.002594,5.76418,0.05,0.013575634
0.002595,1.04434,0.05,0.013575634
0.002596,10.48556,0.05,0.013575634
0.002597,15.21625,0.05,0.013575634
0.002598,19.94074,0.05,0.013575634
0.002599,1.04434,0.05,0.013575634
0.002601,10.48556,0.05,0.013575634
0.002603,15.21625,0.05,0.013575634
0.002604,10.48556,0.05,0.013575634
0.002605,10.48556,0.05,0.013575634
0.002606,1.04434,0.05,0.013575634
0.002607,1.04434,0.05,0.013575634
0.002609,5.76418,0.05,0.013575634
0.00261,5.76418,0.05,0.013575634
0.002611,15.21625,0.05,0.013575634
0.002612,5.76418,0.05,0.013575634
0.002613,24.67454,0.05,0.013575634
0.002615,19.94074,0.05,0.013575634
0.002616,24.67454,0.05,0.013575634
0.002617,1.04434,0.05,0.013575634
0.002618,19.94074,0.05,0.013575634
0.002619,1.04434,0.05,0.013575634
0.00262,29.40215,0.05,0.013575634
0.002621,5.76418,0.05,0.013575634
0.002622,1.04434,0.05,0.013575634
0.002623,1.04434,0.05,0.013575634
0.002626,1.04434,0.05,0.013575634
0.002627,5.76418,0.05,0.013575634
0.002629,1.04434,0.05,0.013575634
0.002631,1.04434,0.05,0.013575634
0.002632,19.94074,0.05,0.013575634
0.002633,1.04434,0.05,0.013575634
0.002634,1.04434,0.05,0.013575634
0.002637,1.04434,0.05,0.013575634
0.002639,15.21625,0.05,0.013575634
0.002642,15.21625,0.05,0.013575634
0.002643,10.48556,0.05,0.013575634
0.002644,15.21625,0.05,0.013575634
0.002645,5.76418,0.05,0.013575634
0.002646,10.48556,0.05,0.013575634
0.002649,5.76418,0.05,0.013575634
0.00265,5.76418,0.05,0.013575634
0.002653,1.04434,0.05,0.013575634
0.002658,29.40215,0.05,0.013575634
0.00266,1.04434,0.05,0.013575634
0.002661,19.94074,0.05,0.013575634
0.002664,1.04434,0.05,0.013575634
0.002665,19.94074,0.05,0.013575634
0.002667,34.13132,0.05,0.013575634
0.002668,5.76418,0.05,0.013575634
0.002669,10.48556,0.05,0.013575634
0.002672,15.21625,0.05,0.013575634
0.002674,24.67454,0.05,0.013575634
0.002675,1.04434,0.05,0.013575634
0.002678,5.76418,0.05,0.013575634
0.002679,1.04434,0.05,0.013575634
0.002683,1.04434,0.05,0.013575634
0.002684,15.21625,0.05,0.013575634
0.002685,5.76418,0.05,0.013575634
0.00269,15.21625,0.05,0.013575634
0.002691,5.76418,0.05,0.013575634
0.002692,10.48556,0.05,0.013575634
0.002694,5.76418,0.05,0.013575634
0.002696,5.76418,0.05,0.013575634
0.0027,1.04434,0.05,0.013575634
0.002701,5.76418,0.05,0.013575634
0.002702,15.21625,0.05,0.013575634
0.002703,10.48556,0.05,0.013575634
0.002704,1.04434,0.05,0.013575634
0.002709,10.48556,0.05,0.013575634
0.00271,1.04434,0.05,0.013575634
0.002711,15.21625,0.05,0.013575634
0.002712,1.04434,0.05,0.013575634
0.002713,15.21625,0.05,0.013575634
0.002714,1.04434,0.05,0.013575634
0.002717,1.04434,0.05,0.013575634
0.002719,19.94074,0.05,0.013575634
0.002722,29.40215,0.05,0.013575634
0.002725,10.48556,0.05,0.013575634
0.002727,5.76418,0.05,0.013575634
0.002731,1.04434,0.05,0.013575634
0.002732,24.67454,0.05,0.013575634
0.002736,10.48556,0.05,0.013575634
0.002737,15.21625,0.05,0.013575634
0.002741,43.60209,0.05,0.013575634
0.002742,1.04434,0.05,0.013575634
0.002744,19.94074,0.05,0.013575634
0.002747,34.13132,0.05,0.013575634
0.002748,5.76418,0.05,0.013575634
0.002749,19.94074,0.05,0.013575634
0.00275,15.21625,0.05,0.013575634
0.002754,10.48556,0.05,0.013575634
0.002755,1.04434,0.05,0.013575634
0.002756,24.67454,0.05,0.013575634
0.002757,19.94074,0.05,0.013575634
0.002758,10.48556,0.05,0.013575634
0.002759,5.76418,0.05,0.013575634
0.002761,5.76418,0.05,0.013575634
0.002762,1.04434,0.05,0.013575634
0.002765,15.21625,0.05,0.013575634
0.002766,19.94074,0.05,0.013575634
0.002767,34.13132,0.05,0.013575634
0.002768,10.48556,0.05,0.013575634
0.002769,1.04434,0.05,0.013575634
0.00277,10.48556,0.05,0.013575634
0.002771,5.76418,0.05,0.013575634
0.002772,10.48556,0.05,0.013575634
0.002774,5.76418,0.05,0.013575634
0.002775,19.94074,0.05,0.013575634
0.002776,1.04434,0.05,0.013575634
0.002778,10.48556,0.05,0.013575634
0.002779,10.48556,0.05,0.013575634
0.00278,5.76418,0.05,0.013575634
0.002782,29.40215,0.05,0.013575634
0.002783,5.76418,0.05,0.013575634
0.002784,1.04434,0.05,0.013575634
0.002785,5.76418,0.05,0.013575634
0.002786,19.94074,0.05,0.013575634
0.002788,24.67454,0.05,0.013575634
0.002789,10.48556,0.05,0.013575634
0.00279,38.8698,0.05,0.013575634
0.002791,19.94074,0.05,0.013575634
0.002793,5.76418,0.05,0.013575634
0.002794,5.76418,0.05,0.013575634
0.002795,5.76418,0.05,0.013575634
0.002796,1.04434,0.05,0.013575634
0.002798,1.04434,0.05,0.013575634
0.002799,1.04434,0.05,0.013575634
0.0028,34.13132,0.05,0.013575634
0.002803,5.76418,0.05,0.013575634
0.002805,48.33594,0.05,0.013575634
0.002807,24.67454,0.05,0.013575634
0.002808,24.67454,0.05,0.013575634
0.002809,24.67454,0.05,0.013575634
0.002811,15.21625,0.05,0.013575634
0.002812,5.76418,0.05,0.013575634
0.002813,29.40215,0.05,0.013575634
0.002815,15.21625,0.05,0.013575634
0.002818,10.48556,0.05,0.013575634
0.002819,34.13132,0.05,0.013575634
0.002823,15.21625,0.05,0.013575634
0.002826,5.76418,0.05,0.013575634
0.002827,10.48556,0.05,0.013575634
0.002828,5.76418,0.05,0.013575634
0.00283,24.67454,0.05,0.013575634
0.002832,38.8698,0.05,0.013575634
0.002833,10.48556,0.05,0.013575634
0.002834,5.76418,0.05,0.013575634
0.002835,19.94074,0.05,0.013575634
0.002836,1.04434,0.05,0.013575634
0.002838,5.76418,0.05,0.013575634
0.002839,34.13132,0.05,0.013575634
0.002841,29.40215,0.05,0.013575634
0.002842,1.04434,0.05,0.013575634
0.002843,19.94074,0.05,0.013575634
0.002845,34.13132,0.05,0.013575634
0.002846,29.40215,0.05,0.013575634
0.002847,19.94074,0.05,0.013575634
0.002848,19.94074,0.05,0.013575634
0.00285,29.40215,0.05,0.013575634
0.002851,10.48556,0.05,0.013575634
0.002852,15.21625,0.05,0.013575634
0.002853,10.48556,0.05,0.013575634
0.002854,5.76418,0.05,0.013575634
0.002855,19.94074,0.05,0.013575634
0.002856,1.04434,0.05,0.013575634
0.002857,15.21625,0.05,0.013575634
0.002858,24.67454,0.05,0.013575634
0.002859,5.76418,0.05,0.013575634
0.00286,5.76418,0.05,0.013575634
0.002861,10.48556,0.05,0.013575634
0.002862,24.67454,0.05,0.013575634
0.002864,38.8698,0.05,0.013575634
0.002865,19.94074,0.05,0.013575634
0.002866,5.76418,0.05,0.013575634
0.002867,15.21625,0.05,0.013575634
0.002869,24.67454,0.05,0.013575634
0.00287,29.40215,0.05,0.013575634
0.002871,15.21625,0.05,0.013575634
0.002872,29.40215,0.05,0.013575634
0.002874,15.21625,0.05,0.013575634
0.002875,34.13132,0.05,0.013575634
0.002876,24.67454,0.05,0.013575634
0.002877,10.48556,0.05,0.013575634
0.002878,19.94074,0.05,0.013575634
0.002879,29.40215,0.05,0.013575634
0.00288,19.94074,0.05,0.013575634
0.002882,15.21625,0.05,0.013575634
0.002883,5.76418,0.05,0.013575634
0.002884,24.67454,0.05,0.013575634
0.002885,19.94074,0.05,0.013575634
0.002886,34.13132,0.05,0.013575634
0.002887,24.67454,0.05,0.013575634
0.002888,29.40215,0.05,0.013575634
0.002889,1.04434,0.05,0.013575634
0.00289,15.21625,0.05,0.013575634
0.002891,24.67454,0.05,0.013575634
0.002893,48.33594,0.05,0.013575634
0.002894,1.04434,0.05,0.013575634
0.002895,34.13132,0.05,0.013575634
0.002896,34.13132,0.05,0.013575634
0.002897,19.94074,0.05,0.013575634
0.002898,19.94074,0.05,0.013575634
0.002899,29.40215,0.05,0.013575634
0.0029,15.21625,0.05,0.013575634
0.002901,24.67454,0.05,0.013575634
0.002902,15.21625,0.05,0.013575634
0.002903,43.60209,0.05,0.013575634
0.002904,34.13132,0.05,0.013575634
0.002905,19.94074,0.05,0.013575634
0.002906,53.07911,0.05,0.013575634
0.002907,15.21625,0.05,0.013575634
0.002908,29.40215,0.05,0.013575634
0.002909,24.67454,0.05,0.013575634
0.00291,10.48556,0.05,0.013575634
0.002911,38.8698,0.05,0.013575634
0.002912,24.67454,0.05,0.013575634
0.002913,19.94074,0.05,0.013575634
0.002914,15.21625,0.05,0.013575634
0.002915,10.48556,0.05,0.013575634
0.002916,10.48556,0.05,0.013575634
0.002917,15.21625,0.05,0.013575634
0.002918,38.8698,0.05,0.013575634
0.002919,15.21625,0.05,0.013575634
0.00292,19.94074,0.05,0.013575634
0.002921,48.33594,0.05,0.013575634
0.002922,5.76418,0.05,0.013575634
0.002923,34.13132,0.05,0.013575634
0.002924,19.94074,0.05,0.013575634
0.002925,24.67454,0.05,0.013575634
0.002926,15.21625,0.05,0.013575634
0.002927,15.21625,0.05,0.013575634
0.002928,29.40215,0.05,0.013575634
0.002929,19.94074,0.05,0.013575634
0.00293,24.67454,0.05,0.013575634
0.002931,5.76418,0.05,0.013575634
0.002932,19.94074,0.05,0.013575634
0.002933,15.21625,0.05,0.013575634
0.002934,34.13132,0.05,0.013575634
0.002935,29.40215,0.05,0.013575634
0.002936,10.48556,0.05,0.013575634
0.002937,43.60209,0.05,0.013575634
0.002938,5.76418,0.05,0.013575634
0.002939,5.76418,0.05,0.013575634
0.00294,24.67454,0.05,0.013575634
0.002941,10.48556,0.05,0.013575634
0.002942,29.40215,0.05,0.013575634
0.002943,34.13132,0.05,0.013575634
0.002944,15.21625,0.05,0.013575634
0.002945,53.07911,0.05,0.013575634
0.002946,34.13132,0.05,0.013575634
0.002947,10.48556,0.05,0.013575634
0.002948,5.76418,0.05,0.013575634
0.002949,34.13132,0.05,0.013575634
0.00295,15.21625,0.05,0.013575634
0.002951,34.13132,0.05,0.013575634
0.002952,19.94074,0.05,0.013575634
0.002953,15.21625,0.05,0.013575634
0.002954,38.8698,0.05,0.013575634
0.002955,15.21625,0.05,0.013575634
0.002956,10.48556,0.05,0.013575634
0.002957,24.67454,0.05,0.013575634
0.002958,29.40215,0.05,0.013575634
0.002959,19.94074,0.05,0.013575634
0.00296,29.40215,0.05,0.013575634
0.002961,24.67454,0.05,0.013575634
0.002962,5.76418,0.05,0.013575634
0.002963,19.94074,0.05,0.013575634
0.002964,24.67454,0.05,0.013575634
0.002965,24.67454,0.05,0.013575634
0.002966,15.21625,0.05,0.013575634
0.002967,62.55462,0.05,0.013575634
0.002968,34.13132,0.05,0.013575634
0.002969,34.13132,0.05,0.013575634
0.00297,19.94074,0.05,0.013575634
0.002971,53.07911,0.05,0.013575634
0.002972,19.94074,0.05,0.013575634
0.002973,48.33594,0.05,0.013575634
0.002974,29.40215,0.05,0.013575634
0.002975,24.67454,0.05,0.013575634
0.002976,53.07911,0.05,0.013575634
0.002977,48.33594,0.05,0.013575634
0.002978,5.76418,0.05,0.013575634
0.002979,38.8698,0.05,0.013575634
0.00298,29.40215,0.05,0.013575634
0.002981,29.40215,0.05,0.013575634
0.002982,34.13132,0.05,0.013575634
0.002983,34.13132,0.05,0.013575634
0.002984,38.8698,0.05,0.013575634
0.002985,57.81608,0.05,0.013575634
0.002986,29.40215,0.05,0.013575634
0.002987,48.33594,0.05,0.013575634
0.002988,34.13132,0.05,0.013575634
0.002989,43.60209,0.05,0.013575634
0.00299,29.40215,0.05,0.013575634
0.002991,15.21625,0.05,0.013575634
0.002992,67.3025,0.05,0.013575634
0.002993,5.76418,0.05,0.013575634
0.002994,29.40215,0.05,0.013575634
0.002995,10.48556,0.05,0.013575634
0.002996,43.60209,0.05,0.013575634
0.002997,24.67454,0.05,0.013575634
0.002998,19.94074,0.05,0.013575634
0.002999,29.40215,0.05,0.013575634
0.003,24.67454,0.05,0.013575634
0.003001,15.21625,0.05,0.013575634
0.003002,48.33594,0.05,0.013575634
0.003003,24.67454,0.05,0.013575634
0.003004,34.13132,0.05,0.013575634
0.003005,53.07911,0.05,0.013575634
0.003006,34.13132,0.05,0.013575634
0.003007,24.67454,0.05,0.013575634
0.003008,34.13132,0.05,0.013575634
0.003009,19.94074,0.05,0.013575634
0.00301,38.8698,0.05,0.013575634
0.003011,19.94074,0.05,0.013575634
0.003012,29.40215,0.05,0.013575634
0.003013,43.60209,0.05,0.013575634
0.003014,24.67454,0.05,0.013575634
0.003015,38.8698,0.05,0.013575634
0.003016,34.13132,0.05,0.013575634
0.003017,38.8698,0.05,0.013575634
0.003018,34.13132,0.05,0.013575634
0.003019,43.60209,0.05,0.013575634
